,id,county_rank,country_rank,high_school,county,prev_promotion,school_type,specialization,romanian_competency,romanian_written,romana_written_appeal,romana_written_final,mother_tongue,mother_tongue_competency,mother_tongue_written,mother_tongue_written_appeal,mother_tongue_written_final,modern_language,modern_language_results,mandatory_subject,mandatory_subject_written,mandatory_subject_written_appeal,mandatory_subject_written_final,elective_subject,elective_subject_written,elective_subject_written_appeal,elective_subject_written_final,digital_competencies,final_grade,successful
0, MS994102, 1930, 76195," COLEGIUL ECONOMIC ""TRANSILVANIA"" TIRGU MURES", MS, NU, ZI, TEHNICIAN IN ACTIVITATI DE COMERT, Utilizator nivel mediu, 6.7, , 6.7, ,  , , , , LIMBA ENGLEZA, A2-A2-A2-A2-A2, MATEMATICA TEHN, 5, , 5, GEOGRAFIE, 9.1, , 9.1, Utilizator experimentat, 6.93, REUSIT
1, MS994111, 254, 15117," COLEGIUL NATIONAL ""UNIREA"" TIRGU MURES", MS, NU, ZI, STIINTE SOCIALE, Utilizator experimentat, 9.6, , 9.6, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, ISTORIE, 9.05, , 9.05, GEOGRAFIE, 9.35, , 9.35, Utilizator experimentat, 9.33, REUSIT
2, MS994119, 2294, 89277," LICEUL TEHNOLOGIC ""ELECTROMURES"" TIRGU MURES", MS, NU, ZI, TEHNICIAN IN ACTIVITATI ECONOMICE, Utilizator avansat, 5.15, , 5.15, LIMBA MAGHIARA (REAL), Utilizator nivel mediu, 6.4, , 6.4, LIMBA ENGLEZA, A2-A2-A2-A2-A2, MATEMATICA TEHN, 5.65, , 5.65, GEOGRAFIE, 7.85, , 7.85, Utilizator avansat, 6.26, REUSIT
3, MS994129, 1833, 73355," COLEGIUL ECONOMIC ""TRANSILVANIA"" TIRGU MURES", MS, NU, ZI, TEHNICIAN IN ACTIVITATI DE COMERT, Utilizator avansat, 7.15, , 7.15, ,  , , , , LIMBA ENGLEZA, B1-B1-B1-B1-B1, MATEMATICA TEHN, 5.6, , 5.6, GEOGRAFIE, 8.5, , 8.5, Utilizator experimentat, 7.08, REUSIT
4, MS994136, 4180, 153173, LICEUL TEHNOLOGIC TARNAVENI, MS, NU, ZI, TEHNICIAN PROIECTANT CAD, Utilizator nivel mediu, 4, , 4, ,  , , , , LIMBA ENGLEZA, B1-B1-B1-B1-B1, MATEMATICA TEHN, -2, , -2, BIOLOGIE VEGETALA SI ANIMALA, -2, , -2, Utilizator avansat, , NEPREZENTAT
5, MS994143, 150, 9454," COLEGIUL NATIONAL ""UNIREA"" TIRGU MURES", MS, NU, ZI, STIINTE SOCIALE, Utilizator experimentat, 8.6, 9.5, 9.5, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, ISTORIE, 9.2, , 9.2, GEOGRAFIE, 9.85, , 9.85, Utilizator experimentat, 9.51, REUSIT
6, MS994157, 702, 33966," COLEGIUL ECONOMIC ""TRANSILVANIA"" TIRGU MURES", MS, NU, ZI, TEHNICIAN IN ACTIVITATI DE COMERT, Utilizator nivel mediu, 8.2, , 8.2, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, MATEMATICA TEHN, 8.3, , 8.3, GEOGRAFIE, 9.7, , 9.7, Utilizator avansat, 8.73, REUSIT
7, MS994170, 3977, 135421, LICEUL TEHNOLOGIC TARNAVENI, MS, NU, ZI, TEHNICIAN PROIECTANT CAD, Utilizator nivel mediu, 3.6, , 3.6, ,  , , , , LIMBA ENGLEZA, A2-A2-A2-A2-A2, MATEMATICA TEHN, 1.9, , 1.9, BIOLOGIE VEGETALA SI ANIMALA, 2, , 2, Utilizator nivel mediu, , RESPINS
8, MS994198, 741, 35435," COLEGIUL NATIONAL ""UNIREA"" TIRGU MURES", MS, NU, ZI, STIINTE SOCIALE, Utilizator experimentat, 8.2, 7.8, 7.8, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, ISTORIE, 9, , 9, GEOGRAFIE, 9.25, , 9.25, Utilizator experimentat, 8.68, REUSIT
9, MS994201, 3978, 135422," LICEUL TEHNOLOGIC ""ELECTROMURES"" TIRGU MURES", MS, NU, ZI, TEHNICIAN IN ACTIVITATI ECONOMICE, Utilizator nivel mediu, 2.5, , 2.5, LIMBA MAGHIARA (REAL), Utilizator nivel mediu, 5.7, 5.3, 5.3, LIMBA ENGLEZA, B1-B1-B1-B1-B1, MATEMATICA TEHN, 4, 3.8, 3.8, GEOGRAFIE, 3.95, 3.8, 3.8, Utilizator avansat, , RESPINS
10, MS994207, 3979, 135423," COLEGIUL ECONOMIC ""TRANSILVANIA"" TIRGU MURES", MS, NU, ZI, TEHNICIAN IN ACTIVITATI DE COMERT, Utilizator nivel mediu, 5.55, , 5.55, ,  , , , , LIMBA ENGLEZA, B1-B1-B1-B1-B1, MATEMATICA TEHN, 3.8, 3.75, 3.75, GEOGRAFIE, 7.75, , 7.75, Utilizator nivel mediu, , RESPINS
11, MS994236, 3980, 135424, LICEUL TEHNOLOGIC TARNAVENI, MS, NU, ZI, TEHNICIAN PROIECTANT CAD, Utilizator nivel mediu, 3.6, , 3.6, ,  , , , , LIMBA ENGLEZA, A2-A2-A2-A2-A2, MATEMATICA TEHN, 2.15, , 2.15, BIOLOGIE VEGETALA SI ANIMALA, 2.3, , 2.3, Utilizator nivel mediu, , RESPINS
12, MS994242, 416, 22083," COLEGIUL NATIONAL ""UNIREA"" TIRGU MURES", MS, NU, ZI, STIINTE SOCIALE, Utilizator experimentat, 9, , 9, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, ISTORIE, 8.25, 9.5, 9.5, GEOGRAFIE, 8.75, 8.85, 8.85, Utilizator experimentat, 9.11, REUSIT
13, MS994254, 1342, 57403," COLEGIUL ECONOMIC ""TRANSILVANIA"" TIRGU MURES", MS, NU, ZI, TEHNICIAN IN ACTIVITATI DE COMERT, Utilizator nivel mediu, 7.85, , 7.85, ,  , , , , LIMBA ENGLEZA, A1-A1-A1-A1-A1, MATEMATICA TEHN, 6.75, , 6.75, GEOGRAFIE, 8.95, , 8.95, Utilizator nivel mediu, 7.85, REUSIT
14, MS994263, 869, 40718," LICEUL TEHNOLOGIC ""ELECTROMURES"" TIRGU MURES", MS, NU, ZI, TEHNICIAN IN ACTIVITATI ECONOMICE, Utilizator experimentat, 7, , 7, LIMBA MAGHIARA (REAL), Utilizator experimentat, 8.2, , 8.2, LIMBA ENGLEZA, B2-B2-B2-B2-B2, MATEMATICA TEHN, 8.8, , 8.8, GEOGRAFIE, 10, , 10, Utilizator experimentat, 8.5, REUSIT
15, MS994287, 1887, 75272," COLEGIUL ECONOMIC ""TRANSILVANIA"" TIRGU MURES", MS, NU, ZI, TEHNICIAN IN ACTIVITATI DE COMERT, Utilizator avansat, 6.75, , 6.75, ,  , , , , LIMBA ENGLEZA, B1-B1-B1-B1-B1, MATEMATICA TEHN, 6, , 6," LOGICA, ARGUMENTARE SI COMUNICARE", 8.2, , 8.2, Utilizator avansat, 6.98, REUSIT
16, MS994289, 3981, 135425, LICEUL TEHNOLOGIC TARNAVENI, MS, NU, ZI, TEHNICIAN PROIECTANT CAD, Utilizator nivel mediu, 4.8, 4.75, 4.75, ,  , , , , LIMBA ENGLEZA, A2-A2-A2-A2-A2, MATEMATICA TEHN, 3.4, , 3.4, BIOLOGIE VEGETALA SI ANIMALA, 8, , 8, Utilizator avansat, , RESPINS
17, MS994295, 324, 17676," COLEGIUL NATIONAL ""UNIREA"" TIRGU MURES", MS, NU, ZI, STIINTE SOCIALE, Utilizator experimentat, 9.6, , 9.6, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, ISTORIE, 8.95, , 8.95," LOGICA, ARGUMENTARE SI COMUNICARE", 9.2, , 9.2, Utilizator experimentat, 9.25, REUSIT
18, MS994321, 3982, 135426," LICEUL TEHNOLOGIC ""ELECTROMURES"" TIRGU MURES", MS, NU, ZI, TEHNICIAN IN ACTIVITATI ECONOMICE, Utilizator avansat, 5, , 5, LIMBA MAGHIARA (REAL), Utilizator experimentat, 6.5, , 6.5, LIMBA ENGLEZA, B1-B1-B1-B1-B1, MATEMATICA TEHN, 2.2, 2.15, 2.15, GEOGRAFIE, 8.5, , 8.5, Utilizator experimentat, , RESPINS
19, MS994326, 4181, 153174," COLEGIUL ECONOMIC ""TRANSILVANIA"" TIRGU MURES", MS, NU, ZI, TEHNICIAN IN ACTIVITATI DE COMERT, Utilizator nivel mediu, 5.9, , 5.9, ,  , , , , LIMBA ENGLEZA, B1-B1-B1-B1-B1, MATEMATICA TEHN, -2, , -2, GEOGRAFIE, 5.75, , 5.75, Utilizator avansat, , NEPREZENTAT
