,id,county_rank,country_rank,high_school,county,prev_promotion,school_type,specialization,romanian_competency,romanian_written,romana_written_appeal,romana_written_final,mother_tongue,mother_tongue_competency,mother_tongue_written,mother_tongue_written_appeal,mother_tongue_written_final,modern_language,modern_language_results,mandatory_subject,mandatory_subject_written,mandatory_subject_written_appeal,mandatory_subject_written_final,elective_subject,elective_subject_written,elective_subject_written_appeal,elective_subject_written_final,digital_competencies,final_grade,successful
0, PH718757, 3776, 91287," LICEUL TEHNOLOGIC ENERGETIC ""ELIE RADU"", MUNICIPIUL PLOIESTI", PH, DA, Zi, TEHNICIAN INSTALATOR PENTRU CONSTRUCTII, Utilizator experimentat, 6.35, , 6.35, ,  , , , , LIMBA ENGLEZA, A2-A2--A1-A1, MATEMATICA TEHN, 5.6, , 5.6, BIOLOGIE VEGETALA SI ANIMALA, 5.45, , 5.45, Utilizator nivel mediu, 5.8, Respins
1, PH718780, 5067, 134404," LICEUL TEHNOLOGIC ENERGETIC ""ELIE RADU"", MUNICIPIUL PLOIESTI", PH, DA, Zi, TEHNICIAN INSTALATOR PENTRU CONSTRUCTII, Utilizator experimentat, 5.75, , 5.75, ,  , , , , LIMBA ENGLEZA, A2-A2-A1-A1-A1, MATEMATICA TEHN, 6.5, , 6.5, BIOLOGIE VEGETALA SI ANIMALA, Neprezentat, , Neprezentat, Utilizator nivel mediu, , Neprezentat
2, PH718879, 3784, 91492," LICEUL TEHNOLOGIC ENERGETIC ""ELIE RADU"", MUNICIPIUL PLOIESTI", PH, DA, Zi, TEHNICIAN INSTALATOR PENTRU CONSTRUCTII, Utilizator experimentat, 5.8, , 5.8, ,  , , , , LIMBA FRANCEZA, A2-A2--A2-A2, MATEMATICA TEHN, 5, , 5, BIOLOGIE VEGETALA SI ANIMALA, 6.55, , 6.55, Utilizator nivel mediu, 5.78, Respins
3, PH718986, 3591, 87230," LICEUL TEHNOLOGIC AGROMONTAN ""ROMEO CONSTANTINESCU"", ORASUL VALENII DE MUNTE", PH, DA, Zi, TEHNICIAN IN INDUSTRIA TEXTILA, Utilizator avansat, 6.2, , 6.2, ,  , , , , LIMBA ENGLEZA, A2-B1-A2-B2-B2, MATEMATICA TEHN, 5.8, , 5.8, BIOLOGIE VEGETALA SI ANIMALA, 6.25, , 6.25, Utilizator incepator, 6.08, Reusit
4, PH719158, 3793, 91699," LICEUL TEHNOLOGIC AGROMONTAN ""ROMEO CONSTANTINESCU"", ORASUL VALENII DE MUNTE", PH, DA, Zi, TEHNICIAN IN INDUSTRIA TEXTILA, Utilizator avansat, 6.45, , 6.45, ,  , , , , LIMBA ENGLEZA, A2-A1-A1-B1-B1, MATEMATICA TEHN, 5.4, 5, 5, BIOLOGIE VEGETALA SI ANIMALA, 5.85, , 5.85, Utilizator incepator, 5.76, Respins
5, PH719313, 3173, 75881," LICEUL TEORETIC ""BRANCOVEANU VODA"", ORASUL URLATI", PH, DA, Zi, STIINTE ALE NATURII, Utilizator experimentat, 6.1, , 6.1, ,  , , , , LIMBA ENGLEZA, B2-B2-A1-A2-A2, MATEMATICA ST-NAT, 6.3, , 6.3, BIOLOGIE VEGETALA SI ANIMALA, 7.5, , 7.5, Utilizator incepator, 6.63, Reusit
6, PH719937, 3439, 82916," LICEUL TEORETIC ""BRANCOVEANU VODA"", ORASUL URLATI", PH, DA, Zi, STIINTE ALE NATURII, Utilizator experimentat, 5.85, , 5.85, ,  , , , , LIMBA ENGLEZA, B1-B2-B2-B2-B2, MATEMATICA ST-NAT, 5.6, , 5.6, CHIMIE ANORGANICA TEO NIVEL I/II, 7.4, , 7.4, Utilizator incepator, 6.28, Reusit
7, PH720379, 3235, 77535," LICEUL TEORETIC ""BRANCOVEANU VODA"", ORASUL URLATI", PH, DA, Zi, STIINTE ALE NATURII, Utilizator avansat, 5.2, , 5.2, ,  , , , , LIMBA ENGLEZA, A2-A2--A1-A1, MATEMATICA ST-NAT, 6.65, , 6.65, BIOLOGIE VEGETALA SI ANIMALA, 7.8, , 7.8, Utilizator incepator, 6.55, Reusit
8, PH720749, 4153, 121364," LICEUL TEORETIC ""BRANCOVEANU VODA"", ORASUL URLATI", PH, DA, Zi, FILOLOGIE, Utilizator avansat, 3.8, , 3.8, ,  , , , , LIMBA ENGLEZA, A2-A2-A1-A2-A1, ISTORIE, 5.35, , 5.35, SOCIOLOGIE, 6.7, , 6.7, Utilizator incepator, , Respins
9, PH722457, 4154, 121365," LICEUL TEHNOLOGIC DE SERVICII ""SFANTUL APOSTOL ANDREI"", MUNICIPIUL PLOIESTI", PH, DA, Zi, TEHNICIAN IN TURISM, Utilizator avansat, 5, , 5, ,  , , , , LIMBA ENGLEZA, B1-B1--A1-A1, MATEMATICA TEHN, 5.65, , 5.65, GEOGRAFIE, 4.15, , 4.15, Utilizator nivel mediu, , Respins
10, PH722574, 3958, 95857," LICEUL TEHNOLOGIC DE SERVICII ""SFANTUL APOSTOL ANDREI"", MUNICIPIUL PLOIESTI", PH, DA, Zi, TEHNICIAN IN TURISM, Utilizator nivel mediu, 5.15, , 5.15, ,  , , , , LIMBA ENGLEZA, A1-A2--A1-A1, MATEMATICA TEHN, 5, , 5," LOGICA, ARGUMENTARE SI COMUNICARE", 5.7, , 5.7, Utilizator nivel mediu, 5.28, Respins
11, PH722596, 3919, 95087," LICEUL TEHNOLOGIC ""GHEORGHE IONESCU-SISESTI"", COMUNA VALEA CALUGAREASCA", PH, DA, Zi, TEHNICIAN PENTRU ANIMALE DE COMPANIE, Utilizator nivel mediu, 5, , 5, ,  , , , , LIMBA ENGLEZA, A1-A2--A1-A1, MATEMATICA TEHN, 5.9, 5.45, 5.45, BIOLOGIE VEGETALA SI ANIMALA, 5.6, 5.8, 5.8, Utilizator incepator, 5.41, Respins
12, PH722607, 3757, 90913," COLEGIUL ""SPIRU HARET"", MUNICIPIUL PLOIESTI", PH, DA, Zi, STIINTE ALE NATURII, Utilizator experimentat, 5.85, , 5.85, ,  , , , , LIMBA ENGLEZA, A2-B1-B2-B2-B2, MATEMATICA ST-NAT, 5.7, 6.05, 6.05, BIOLOGIE VEGETALA SI ANIMALA, 5.6, , 5.6, Utilizator nivel mediu, 5.83, Respins
