,id,county_rank,country_rank,high_school,county,prev_promotion,school_type,specialization,romanian_competency,romanian_written,romana_written_appeal,romana_written_final,mother_tongue,mother_tongue_competency,mother_tongue_written,mother_tongue_written_appeal,mother_tongue_written_final,modern_language,modern_language_results,mandatory_subject,mandatory_subject_written,mandatory_subject_written_appeal,mandatory_subject_written_final,elective_subject,elective_subject_written,elective_subject_written_appeal,elective_subject_written_final,digital_competencies,final_grade,successful
0, VN1149346, 1744, 125808," COLEGIUL TEHNIC ""VALERIU D. COTEA"" FOCSANI", VN, NU, ZI, TEHNICIAN ANALIZE PRODUSE ALIMENTARE, Utilizator nivel mediu, 5, , 5, ,  , , , , LIMBA ENGLEZA, B1-B1-B1-B1-B1, MATEMATICA TEHN, 1, , 1, BIOLOGIE VEGETALA SI ANIMALA, 1.6, , 1.6, Utilizator avansat, , RESPINS
1, VN1149359, 439, 27125," COLEGIUL NATIONAL PEDAGOGIC ""SPIRU HARET"" FOCSANI", VN, NU, ZI, FILOLOGIE, Utilizator avansat, 7.85, , 7.85, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, ISTORIE, 9.55, , 9.55, GEOGRAFIE, 9, , 9, Utilizator avansat, 8.8, REUSIT
2, VN1149377, 1745, 125809," COLEGIUL TEHNIC ""VALERIU D. COTEA"" FOCSANI", VN, NU, ZI, TEHNICIAN ANALIZE PRODUSE ALIMENTARE, Utilizator nivel mediu, 5, , 5, ,  , , , , LIMBA ENGLEZA, A2-A2-A2-A2-A2, MATEMATICA TEHN, 1.15, , 1.15, BIOLOGIE VEGETALA SI ANIMALA, 2.45, , 2.45, Utilizator avansat, , RESPINS
3, VN1149381, 406, 25228," COLEGIUL NATIONAL PEDAGOGIC ""SPIRU HARET"" FOCSANI", VN, NU, ZI, FILOLOGIE, Utilizator avansat, 7.4, , 7.4, ,  , , , , LIMBA SPANIOLA, B2-B2-B2-B2-B2, ISTORIE, 9.2, , 9.2, GEOGRAFIE, 10, , 10, Utilizator experimentat, 8.86, REUSIT
4, VN1149402, 371, 22968," COLEGIUL NATIONAL PEDAGOGIC ""SPIRU HARET"" FOCSANI", VN, NU, ZI, FILOLOGIE, Utilizator nivel mediu, 8.2, , 8.2, ,  , , , , LIMBA ENGLEZA, A2-A2-A2-A2-A2, ISTORIE, 8.95, , 8.95, GEOGRAFIE, 9.7, , 9.7, Utilizator avansat, 8.95, REUSIT
5, VN1149423, 1083, 67369," COLEGIUL NATIONAL PEDAGOGIC ""SPIRU HARET"" FOCSANI", VN, NU, ZI, FILOLOGIE, Utilizator nivel mediu, 8, , 8, ,  , , , , LIMBA ENGLEZA, A2-A2-A2-A2-A2, ISTORIE, 5, , 5, GEOGRAFIE, 8.25, , 8.25, Utilizator avansat, 7.08, REUSIT
6, VN1149443, 558, 34414," COLEGIUL NATIONAL PEDAGOGIC ""SPIRU HARET"" FOCSANI", VN, NU, ZI, FILOLOGIE, Utilizator experimentat, 9.2, , 9.2, ,  , , , , LIMBA SPANIOLA, B2-B2-B2-B2-B2, ISTORIE, 7.35, , 7.35, GEOGRAFIE, 9.05, , 9.05, Utilizator experimentat, 8.53, REUSIT
7, VN1149588, 1123, 70064," COLEGIUL NATIONAL PEDAGOGIC ""SPIRU HARET"" FOCSANI", VN, NU, ZI, FILOLOGIE, Utilizator nivel mediu, 6.5, , 6.5, ,  , , , , LIMBA ENGLEZA, B1-B1-B1-B1-B1, ISTORIE, 6.55, , 6.55, GEOGRAFIE, 7.8, , 7.8, Utilizator avansat, 6.95, REUSIT
8, VN1149604, 346, 21624," COLEGIUL NATIONAL PEDAGOGIC ""SPIRU HARET"" FOCSANI", VN, NU, ZI, FILOLOGIE, Utilizator nivel mediu, 9.3, , 9.3, ,  , , , , LIMBA ENGLEZA, B1-B1-B1-B1-B1, ISTORIE, 8, 8.7, 8.7, GEOGRAFIE, 9, , 9, Utilizator experimentat, 9, REUSIT
9, VN1149622, 664, 40811," COLEGIUL NATIONAL PEDAGOGIC ""SPIRU HARET"" FOCSANI", VN, NU, ZI, FILOLOGIE, Utilizator nivel mediu, 8.55, , 8.55, ,  , , , , LIMBA ENGLEZA, B1-B1-B1-B1-B1, ISTORIE, 8.55, , 8.55, GEOGRAFIE, 7.75, , 7.75, Utilizator avansat, 8.28, REUSIT
10, VN1149638, 1047, 65448," COLEGIUL NATIONAL PEDAGOGIC ""SPIRU HARET"" FOCSANI", VN, NU, ZI, FILOLOGIE, Utilizator nivel mediu, 6.65, , 6.65, ,  , , , , LIMBA FRANCEZA, B2-B2-B2-B2-B2, ISTORIE, 6, , 6," LOGICA, ARGUMENTARE SI COMUNICARE", 8.9, , 8.9, Utilizator experimentat, 7.18, REUSIT
11, VN1149655, 128, 7351," COLEGIUL NATIONAL PEDAGOGIC ""SPIRU HARET"" FOCSANI", VN, NU, ZI, FILOLOGIE, Utilizator avansat, 8.7, , 8.7, ,  , , , , LIMBA ENGLEZA, B1-B1-B1-B1-B1, ISTORIE, 10, , 10," LOGICA, ARGUMENTARE SI COMUNICARE", 9.8, , 9.8, Utilizator experimentat, 9.5, REUSIT
12, VN1149671, 1027, 64489," COLEGIUL NATIONAL PEDAGOGIC ""SPIRU HARET"" FOCSANI", VN, NU, ZI, FILOLOGIE, Utilizator avansat, 7.25, , 7.25, ,  , , , , LIMBA ENGLEZA, B1-B1-B1-B1-B1, ISTORIE, 5.1, , 5.1, GEOGRAFIE, 9.35, , 9.35, Utilizator experimentat, 7.23, REUSIT
13, VN1149696, 472, 28545," COLEGIUL NATIONAL PEDAGOGIC ""SPIRU HARET"" FOCSANI", VN, NU, ZI, FILOLOGIE, Utilizator nivel mediu, 7.95, 8.2, 8.2, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, ISTORIE, 8.2, , 8.2, GEOGRAFIE, 9.85, , 9.85, Utilizator avansat, 8.75, REUSIT
14, VN1149717, 545, 33503," COLEGIUL NATIONAL PEDAGOGIC ""SPIRU HARET"" FOCSANI", VN, NU, ZI, FILOLOGIE, Utilizator avansat, 8.65, , 8.65, ,  , , , , LIMBA ENGLEZA, B1-B1-B1-B1-B1, ISTORIE, 7.3, , 7.3, GEOGRAFIE, 9.75, , 9.75, Utilizator experimentat, 8.56, REUSIT
15, VN1149735, 252, 15090," COLEGIUL NATIONAL PEDAGOGIC ""SPIRU HARET"" FOCSANI", VN, NU, ZI, FILOLOGIE, Utilizator experimentat, 8.25, , 8.25, ,  , , , , LIMBA SPANIOLA, B2-B2-B2-B2-B2, ISTORIE, 9.85, , 9.85, GEOGRAFIE, 9.55, , 9.55, Utilizator experimentat, 9.21, REUSIT
16, VN1149777, 407, 25229," COLEGIUL NATIONAL PEDAGOGIC ""SPIRU HARET"" FOCSANI", VN, NU, ZI, FILOLOGIE, Utilizator avansat, 8.65, 8.45, 8.45, ,  , , , , LIMBA ENGLEZA, B1-B1-B1-B1-B1, ISTORIE, 8.95, 8.8, 8.8, GEOGRAFIE, 9.35, , 9.35, Utilizator experimentat, 8.86, REUSIT
17, VN1149824, 1746, 125810," COLEGIUL TEHNIC ""VALERIU D. COTEA"" FOCSANI", VN, NU, ZI, TEHNICIAN TRANSPORTURI, Utilizator nivel mediu, 3.25, 4.35, 4.35, ,  , , , , LIMBA ENGLEZA, A2-A2-A2-A2-A2, MATEMATICA TEHN, 5.65, , 5.65, CHIMIE ANORGANICA TEH NIVEL I/II, 4.9, 4.7, 4.7, Utilizator nivel mediu, , RESPINS
18, VN1150190, 440, 27126," COLEGIUL NATIONAL PEDAGOGIC ""SPIRU HARET"" FOCSANI", VN, NU, ZI, FILOLOGIE, Utilizator avansat, 9.25, , 9.25, ,  , , , , LIMBA SPANIOLA, B2-B2-B2-B2-B2, ISTORIE, 7.4, , 7.4, GEOGRAFIE, 9.75, , 9.75, Utilizator experimentat, 8.8, REUSIT
19, VN1150204, 985, 62395," COLEGIUL NATIONAL PEDAGOGIC ""SPIRU HARET"" FOCSANI", VN, NU, ZI, FILOLOGIE, Utilizator nivel mediu, 7.45, , 7.45, ,  , , , , LIMBA ENGLEZA, B1-B1-B1-B1-B1, ISTORIE, 5.3, , 5.3, GEOGRAFIE, 9.25, , 9.25, Utilizator avansat, 7.33, REUSIT
20, VN1150222, 1747, 125811," COLEGIUL NATIONAL PEDAGOGIC ""SPIRU HARET"" FOCSANI", VN, NU, ZI, FILOLOGIE, Utilizator nivel mediu, 4.5, 3.45, 3.45, ,  , , , , LIMBA ENGLEZA, B1-B1-B1-B1-B1, ISTORIE, 3.3, 2.2, 2.2, SOCIOLOGIE, 4.2, 5.6, 5.6, Utilizator experimentat, , RESPINS
21, VN1150236, 1068, 66439," COLEGIUL NATIONAL PEDAGOGIC ""SPIRU HARET"" FOCSANI", VN, NU, ZI, FILOLOGIE, Utilizator avansat, 7.8, , 7.8, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, ISTORIE, 5.3, , 5.3, SOCIOLOGIE, 8.3, , 8.3, Utilizator experimentat, 7.13, REUSIT
22, VN1150251, 774, 48196," COLEGIUL NATIONAL PEDAGOGIC ""SPIRU HARET"" FOCSANI", VN, NU, ZI, FILOLOGIE, Utilizator nivel mediu, 7.65, , 7.65, ,  , , , , LIMBA ENGLEZA, A1-A1-A1-A1-A1, ISTORIE, 7.25, , 7.25, GEOGRAFIE, 9.05, , 9.05, Utilizator avansat, 7.98, REUSIT
23, VN1150267, 1143, 71937," COLEGIUL NATIONAL PEDAGOGIC ""SPIRU HARET"" FOCSANI", VN, NU, ZI, FILOLOGIE, Utilizator nivel mediu, 8.2, , 8.2, ,  , , , , LIMBA ENGLEZA, A1-A1-A1-A1-A1, ISTORIE, 6.95, , 6.95, SOCIOLOGIE, 5.4, , 5.4, Utilizator avansat, 6.85, REUSIT
24, VN1150285, 35, 1967," COLEGIUL NATIONAL PEDAGOGIC ""SPIRU HARET"" FOCSANI", VN, NU, ZI, FILOLOGIE, Utilizator nivel mediu, 9.7, , 9.7, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, ISTORIE, 10, , 10, GEOGRAFIE, 9.6, , 9.6, Utilizator experimentat, 9.76, REUSIT
25, VN1152536, 1748, 125812," COLEGIUL TEHNIC ""VALERIU D. COTEA"" FOCSANI", VN, NU, ZI, TEHNICIAN VETERINAR, Utilizator avansat, 6, , 6, ,  , , , , LIMBA FRANCEZA, B1-B1-B1-B1-B1, MATEMATICA TEHN, 1, , 1," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA", 2.05, , 2.05, Utilizator avansat, , RESPINS
26, VN1152868, 921, 58852," LICEUL TEORETIC ""IOAN SLAVICI"" PANCIU", VN, NU, ZI, TEHNICIAN IN ACTIVITATI ECONOMICE, Utilizator avansat, 8.3, , 8.3, ,  , , , , LIMBA ENGLEZA, B1-B1-B1-B1-B1, MATEMATICA TEHN, 6.05, , 6.05," LOGICA, ARGUMENTARE SI COMUNICARE", 8.15, , 8.15, Utilizator experimentat, 7.5, REUSIT
