,id,county_rank,country_rank,high_school,county,prev_promotion,school_type,specialization,romanian_competency,romanian_written,romana_written_appeal,romana_written_final,mother_tongue,mother_tongue_competency,mother_tongue_written,mother_tongue_written_appeal,mother_tongue_written_final,modern_language,modern_language_results,mandatory_subject,mandatory_subject_written,mandatory_subject_written_appeal,mandatory_subject_written_final,elective_subject,elective_subject_written,elective_subject_written_appeal,elective_subject_written_final,digital_competencies,final_grade,successful
0, TM945694, 1945, 65819," LICEUL TEORETIC ""VLAD TEPES"" TIMISOARA", TM, NU, ZI, STIINTE SOCIALE, Utilizator experimentat, 7.4, , 7.4, ,  , , , , LIMBA ENGLEZA, A2-A2-A2-A2-A2, ISTORIE, 6.1, , 6.1, GEOGRAFIE, 8.9, , 8.9, Utilizator experimentat, 7.46, REUSIT
1, TM945701, 1171, 41784," LICEUL TEORETIC ""VLAD TEPES"" TIMISOARA", TM, NU, ZI, STIINTE SOCIALE, Utilizator experimentat, 8.5, , 8.5, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, ISTORIE, 7.55, , 7.55, GEOGRAFIE, 9.35, , 9.35, Utilizator experimentat, 8.46, REUSIT
2, TM945703, 1189, 42251," LICEUL TEORETIC ""VLAD TEPES"" TIMISOARA", TM, NU, ZI, STIINTE SOCIALE, Utilizator experimentat, 7.2, , 7.2, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, ISTORIE, 8.7, , 8.7, GEOGRAFIE, 9.45, , 9.45, Utilizator experimentat, 8.45, REUSIT
3, TM945707, 44, 1619," LICEUL TEORETIC ""VLAD TEPES"" TIMISOARA", TM, NU, ZI, STIINTE SOCIALE, Utilizator experimentat, 9.7, , 9.7, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, ISTORIE, 9.85, , 9.85, GEOGRAFIE, 10, , 10, Utilizator experimentat, 9.85, REUSIT
4, TM945712, 1419, 49746," LICEUL TEORETIC ""VLAD TEPES"" TIMISOARA", TM, NU, ZI, STIINTE SOCIALE, Utilizator avansat, 8.25, , 8.25, ,  , , , , LIMBA ENGLEZA, A2-A2-A2-A2-A2, ISTORIE, 8.35, , 8.35, GEOGRAFIE, 7.9, , 7.9, Utilizator experimentat, 8.16, REUSIT
5, TM945721, 1028, 36495," LICEUL TEORETIC ""VLAD TEPES"" TIMISOARA", TM, NU, ZI, STIINTE SOCIALE, Utilizator experimentat, 7.1, 7.35, 7.35, ,  , , , , LIMBA ENGLEZA, A2-A2-A2-A2-A2, ISTORIE, 8.2, 9.2, 9.2, GEOGRAFIE, 9.4, , 9.4, Utilizator experimentat, 8.65, REUSIT
6, TM945726, 693, 24993," LICEUL TEORETIC ""VLAD TEPES"" TIMISOARA", TM, NU, ZI, STIINTE SOCIALE, Utilizator experimentat, 9.8, , 9.8, ,  , , , , LIMBA ENGLEZA, B1-B1-B1-B1-B1, ISTORIE, 8.5, 9.5, 9.5, SOCIOLOGIE, 8.35, 7.8, 7.8, Utilizator experimentat, 9.03, REUSIT
7, TM945729, 1065, 37918," LICEUL TEORETIC ""VLAD TEPES"" TIMISOARA", TM, NU, ZI, STIINTE SOCIALE, Utilizator experimentat, 9, , 9, ,  , , , , LIMBA ENGLEZA, B1-B1-B1-B1-B1, ISTORIE, 7.2, , 7.2, GEOGRAFIE, 9.6, , 9.6, Utilizator experimentat, 8.6, REUSIT
8, TM945733, 1817, 61882," LICEUL TEORETIC ""VLAD TEPES"" TIMISOARA", TM, NU, ZI, STIINTE SOCIALE, Utilizator nivel mediu, 7.3, , 7.3, ,  , , , , LIMBA ENGLEZA, A1-A1-A1-A1-A1, ISTORIE, 8.15, , 8.15, GEOGRAFIE, 7.5, , 7.5, Utilizator experimentat, 7.65, REUSIT
9, TM945738, 1506, 52261," LICEUL TEORETIC ""VLAD TEPES"" TIMISOARA", TM, NU, ZI, STIINTE SOCIALE, Utilizator nivel mediu, 5.8, , 5.8, ,  , , , , LIMBA ENGLEZA, A1-A1-A1-A1-A1, ISTORIE, 8.85, , 8.85, GEOGRAFIE, 9.55, , 9.55, Utilizator experimentat, 8.06, REUSIT
