,id,county_rank,country_rank,high_school,county,prev_promotion,school_type,specialization,romanian_competency,romanian_written,romana_written_appeal,romana_written_final,mother_tongue,mother_tongue_competency,mother_tongue_written,mother_tongue_written_appeal,mother_tongue_written_final,modern_language,modern_language_results,mandatory_subject,mandatory_subject_written,mandatory_subject_written_appeal,mandatory_subject_written_final,elective_subject,elective_subject_written,elective_subject_written_appeal,elective_subject_written_final,digital_competencies,final_grade,successful
0, TR902726, 216, 14687," COLEGIUL NATIONAL ""ANASTASESCU"" ROSIORI DE VEDE", TR, NU, Zi, MATEMATICA-INFORMATICA, Utilizator experimentat, 7.85, , 7.85, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, MATEMATICA MATE-INFO, 9.9, , 9.9, INFORMATICA MI C/C++, 10, , 10, Utilizator experimentat, 9.25, Reusit
1, TR902980, 169, 10627," COLEGIUL NATIONAL ""ANASTASESCU"" ROSIORI DE VEDE", TR, NU, Zi, MATEMATICA-INFORMATICA, Utilizator experimentat, 9.75, , 9.75, ,  , , , , LIMBA ENGLEZA, A2-B1-B2-B2-B2, MATEMATICA MATE-INFO, 9.8, , 9.8, INFORMATICA MI C/C++, 8.65, , 8.65, Utilizator experimentat, 9.4, Reusit
2, TR903182, 59, 2661," COLEGIUL NATIONAL ""ANASTASESCU"" ROSIORI DE VEDE", TR, NU, Zi, MATEMATICA-INFORMATICA, Utilizator experimentat, 9.25, , 9.25, ,  , , , , LIMBA ENGLEZA, B1-B2-B2-B2-B2, MATEMATICA MATE-INFO, 10, , 10, INFORMATICA MI C/C++, 10, , 10, Utilizator experimentat, 9.75, Reusit
3, TR903358, 2036, 127038, LICEUL TEHNOLOGIC NR. 1 ALEXANDRIA, TR, NU, Zi, TEHNICIAN IN GASTRONOMIE, Utilizator experimentat, 4.25, , 4.25, ,  , , , , LIMBA FRANCEZA, B1-A2--A2-A2, MATEMATICA TEHN, 1, , 1, GEOGRAFIE, 5.4, , 5.4, Utilizator incepator, , Respins
4, TR903429, 2037, 127039, LICEUL TEHNOLOGIC NR. 1 ALEXANDRIA, TR, NU, Zi, TEHNICIAN IN GASTRONOMIE, Utilizator avansat, 4.15, , 4.15, ,  , , , , LIMBA FRANCEZA, A2-A2--B1-A2, MATEMATICA TEHN, 1, , 1, GEOGRAFIE, 2.25, , 2.25, Utilizator incepator, , Respins
5, TR903507, 2038, 127040, LICEUL TEHNOLOGIC NR. 1 ALEXANDRIA, TR, NU, Zi, TEHNICIAN IN GASTRONOMIE, Utilizator experimentat, 4.4, , 4.4, ,  , , , , LIMBA FRANCEZA, A2-B1--A2-B1, MATEMATICA TEHN, 1.25, , 1.25, GEOGRAFIE, 5.35, , 5.35, Utilizator incepator, , Respins
6, TR903545, 2281, 135516, LICEUL TEHNOLOGIC NR. 1 ALEXANDRIA, TR, NU, Zi, TEHNICIAN IN GASTRONOMIE, Utilizator experimentat, 6.2, , 6.2, ,  , , , , LIMBA FRANCEZA, A1-A2--B1-B1, MATEMATICA TEHN, Neprezentat, , Neprezentat, GEOGRAFIE, 8.45, , 8.45, Utilizator nivel mediu, , Neprezentat
7, TR903579, 2039, 127041, LICEUL TEHNOLOGIC NR. 1 ALEXANDRIA, TR, NU, Zi, TEHNICIAN IN GASTRONOMIE, Utilizator experimentat, 5.5, , 5.5, ,  , , , , LIMBA ENGLEZA, A2-A2-A2-B1-B2, MATEMATICA TEHN, 1, , 1, GEOGRAFIE, 5.1, , 5.1, Utilizator nivel mediu, , Respins
8, TR903621, 2040, 127042, LICEUL TEHNOLOGIC NR. 1 ALEXANDRIA, TR, NU, Zi, TEHNICIAN IN GASTRONOMIE, Utilizator experimentat, 5, , 5, ,  , , , , LIMBA ENGLEZA, A2-A1-A1-A2-B1, MATEMATICA TEHN, 4.1, 4, 4, GEOGRAFIE, 8.3, , 8.3, Utilizator nivel mediu, , Respins
9, TR903659, 2282, 135517, LICEUL TEHNOLOGIC NR. 1 ALEXANDRIA, TR, NU, Zi, TEHNICIAN IN GASTRONOMIE, Utilizator experimentat, 5, , 5, ,  , , , , LIMBA ENGLEZA, Neprezentat, MATEMATICA TEHN, 1, , 1, GEOGRAFIE, 6.35, , 6.35,  , , Neprezentat
10, TR903679, 2283, 135518, LICEUL TEHNOLOGIC NR. 1 ALEXANDRIA, TR, NU, Zi, TEHNICIAN IN GASTRONOMIE, Utilizator experimentat, 6.2, , 6.2, ,  , , , , LIMBA ENGLEZA, Neprezentat, MATEMATICA TEHN, 1, , 1, GEOGRAFIE, 8.75, , 8.75, Utilizator nivel mediu, , Neprezentat
11, TR903751, 2041, 127043, LICEUL TEHNOLOGIC NR. 1 ALEXANDRIA, TR, NU, Zi, TEHNICIAN IN GASTRONOMIE, Utilizator experimentat, 5.6, 6.15, 6.15, ,  , , , , LIMBA ENGLEZA, A2-B1-B1-B2-B2, MATEMATICA TEHN, 1.3, , 1.3, GEOGRAFIE, 6.05, 5.85, 5.85, Utilizator nivel mediu, , Respins
12, TR904682, 2042, 127044," LICEUL TEHNOLOGIC ""GENERAL DAVID PRAPORGESCU"" TURNU MAGURELE", TR, NU, Zi, TEHNICIAN IN HOTELARIE, Utilizator nivel mediu, 1.75, , 1.75, ,  , , , , LIMBA ENGLEZA, A1-A1--A1-A1, MATEMATICA TEHN, 1, , 1, GEOGRAFIE, 2.05, , 2.05, Utilizator nivel mediu, , Respins
13, TR905477, 2043, 127045," LICEUL TEHNOLOGIC ""NICOLAE BALCESCU"" ALEXANDRIA", TR, NU, Zi, TEHNICIAN ECOLOG SI PROTECTIA CALITATII MEDIULUI, Utilizator experimentat, 1.6, , 1.6, ,  , , , , LIMBA ENGLEZA, A1-A2-A2-A2-A2, MATEMATICA TEHN, 1.5, , 1.5, BIOLOGIE VEGETALA SI ANIMALA, 1.8, , 1.8, Utilizator nivel mediu, , Respins
14, TR905543, 2044, 127046," LICEUL TEHNOLOGIC ""NICOLAE BALCESCU"" ALEXANDRIA", TR, NU, Zi, TEHNICIAN ECOLOG SI PROTECTIA CALITATII MEDIULUI, Utilizator experimentat, 3.8, , 3.8, ,  , , , , LIMBA ENGLEZA, B2-B2-B1-B2-B2, MATEMATICA TEHN, 3.6, , 3.6," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA", 5.3, , 5.3, Utilizator avansat, , Respins
15, TR905595, 2045, 127047," LICEUL TEHNOLOGIC ""NICOLAE BALCESCU"" ALEXANDRIA", TR, NU, Zi, TEHNICIAN ECOLOG SI PROTECTIA CALITATII MEDIULUI, Utilizator avansat, 2.8, , 2.8, ,  , , , , LIMBA ENGLEZA, A1-A2-A1-A2-A2, MATEMATICA TEHN, 1, , 1, BIOLOGIE VEGETALA SI ANIMALA, 1.5, , 1.5, Utilizator nivel mediu, , Respins
16, TR906760, 2284, 135519," LICEUL TEHNOLOGIC ""NICOLAE BALCESCU"" ALEXANDRIA", TR, NU, Zi, TEHNICIAN ECOLOG SI PROTECTIA CALITATII MEDIULUI, Neprezentat, Neprezentat, , Neprezentat, ,  , , , , LIMBA ENGLEZA, Neprezentat, MATEMATICA TEHN, Neprezentat, , Neprezentat, BIOLOGIE VEGETALA SI ANIMALA, Neprezentat, , Neprezentat, Neprezentat, , Neprezentat
17, TR906912, 2285, 135520," LICEUL TEHNOLOGIC ""NICOLAE BALCESCU"" ALEXANDRIA", TR, NU, Zi, TEHNICIAN ECOLOG SI PROTECTIA CALITATII MEDIULUI, Neprezentat, Neprezentat, , Neprezentat, ,  , , , , LIMBA ENGLEZA, Neprezentat, MATEMATICA TEHN, Neprezentat, , Neprezentat, BIOLOGIE VEGETALA SI ANIMALA, Neprezentat, , Neprezentat, Neprezentat, , Neprezentat
18, TR906970, 2286, 135521," LICEUL TEHNOLOGIC ""NICOLAE BALCESCU"" ALEXANDRIA", TR, NU, Zi, TEHNICIAN ECOLOG SI PROTECTIA CALITATII MEDIULUI, Utilizator avansat, Neprezentat, , Neprezentat, ,  , , , , LIMBA ENGLEZA, Neprezentat, MATEMATICA TEHN, Neprezentat, , Neprezentat, BIOLOGIE VEGETALA SI ANIMALA, Neprezentat, , Neprezentat, Neprezentat, , Neprezentat
19, TR907017, 2287, 135522," LICEUL TEHNOLOGIC ""NICOLAE BALCESCU"" ALEXANDRIA", TR, NU, Zi, TEHNICIAN ECOLOG SI PROTECTIA CALITATII MEDIULUI, Neprezentat, Neprezentat, , Neprezentat, ,  , , , , LIMBA ENGLEZA, Neprezentat, MATEMATICA TEHN, Neprezentat, , Neprezentat, BIOLOGIE VEGETALA SI ANIMALA, Neprezentat, , Neprezentat, Neprezentat, , Neprezentat
20, TR907059, 755, 58029," LICEUL TEHNOLOGIC ""NICOLAE BALCESCU"" ALEXANDRIA", TR, NU, Zi, TEHNICIAN ECOLOG SI PROTECTIA CALITATII MEDIULUI, Utilizator experimentat, 8.55, , 8.55, ,  , , , , LIMBA ENGLEZA, A2-B1-A2-B2-B2, MATEMATICA TEHN, 8, , 8, BIOLOGIE VEGETALA SI ANIMALA, 6, , 6, Utilizator nivel mediu, 7.51, Reusit
21, TR907096, 2288, 135523," LICEUL TEHNOLOGIC ""NICOLAE BALCESCU"" ALEXANDRIA", TR, NU, Zi, TEHNICIAN ECOLOG SI PROTECTIA CALITATII MEDIULUI, Utilizator experimentat, 2.3, , 2.3, ,  , , , , LIMBA ENGLEZA, A1-A2--A2-A2, MATEMATICA TEHN, 2.55, , 2.55, BIOLOGIE VEGETALA SI ANIMALA, Neprezentat, , Neprezentat, Utilizator avansat, , Neprezentat
22, TR907111, 371, 26733," LICEUL TEORETIC ""ALEXANDRU GHICA"" ALEXANDRIA", TR, NU, Zi, FILOLOGIE, Utilizator experimentat, 8.4, , 8.4, ,  , , , , LIMBA ENGLEZA, B1-A2-A2-B1-B2, ISTORIE, 8.8, , 8.8, GEOGRAFIE, 9.25, , 9.25, Utilizator avansat, 8.81, Reusit
23, TR907133, 894, 67989," LICEUL TEORETIC ""ALEXANDRU GHICA"" ALEXANDRIA", TR, NU, Zi, FILOLOGIE, Utilizator experimentat, 7, , 7, ,  , , , , LIMBA ENGLEZA, B1-B1-A1-A2-A2, ISTORIE, 6.5, , 6.5, GEOGRAFIE, 7.65, , 7.65, Utilizator avansat, 7.05, Reusit
24, TR907134, 2046, 127048," LICEUL TEHNOLOGIC ""NICOLAE BALCESCU"" ALEXANDRIA", TR, NU, Zi, TEHNICIAN ECOLOG SI PROTECTIA CALITATII MEDIULUI, Utilizator avansat, 2.45, , 2.45, ,  , , , , LIMBA ENGLEZA, A1-B1--B2-B1, MATEMATICA TEHN, 1, , 1, BIOLOGIE VEGETALA SI ANIMALA, 1.1, , 1.1, Utilizator incepator, , Respins
