,id,county_rank,country_rank,high_school,county,prev_promotion,school_type,specialization,romanian_competency,romanian_written,romana_written_appeal,romana_written_final,mother_tongue,mother_tongue_competency,mother_tongue_written,mother_tongue_written_appeal,mother_tongue_written_final,modern_language,modern_language_results,mandatory_subject,mandatory_subject_written,mandatory_subject_written_appeal,mandatory_subject_written_final,elective_subject,elective_subject_written,elective_subject_written_appeal,elective_subject_written_final,digital_competencies,final_grade,successful
0, BT857399, 271, 10319," COLEGIUL NATIONAL ""MIHAI EMINESCU"" BOTOSANI", BT, NU, Zi, STIINTE ALE NATURII, Utilizator experimentat, 9.8, , 9.8, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, MATEMATICA ST-NAT, 9.3, , 9.3, CHIMIE ORGANICA TEO NIVEL I/II, 9.1, , 9.1, Utilizator experimentat, 9.4, Reusit
1, BT857440, 1101, 49413," COLEGIUL NATIONAL ""MIHAI EMINESCU"" BOTOSANI", BT, NU, Zi, STIINTE ALE NATURII, Utilizator avansat, 6.3, , 6.3, ,  , , , , LIMBA ENGLEZA, B2-B2-B1-B1-B1, MATEMATICA ST-NAT, 9.85, , 9.85," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA", 7.55, , 7.55, Utilizator avansat, 7.9, Reusit
2, BT857441, 1196, 53059," COLEGIUL TEHNIC ""GHEORGHE ASACHI"" BOTOSANI", BT, NU, Zi, STIINTE SOCIALE, Utilizator avansat, 8.05, , 8.05, ,  , , , , LIMBA ENGLEZA, A2-A2-A1-A2-A2, ISTORIE, 5.65, , 5.65," LOGICA, ARGUMENTARE SI COMUNICARE", 9.5, , 9.5, Utilizator nivel mediu, 7.73, Reusit
3, BT857468, 80, 3102," COLEGIUL NATIONAL ""MIHAI EMINESCU"" BOTOSANI", BT, NU, Zi, STIINTE ALE NATURII, Utilizator experimentat, 9.5, , 9.5, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, MATEMATICA ST-NAT, 9.85, , 9.85, CHIMIE ORGANICA TEO NIVEL I/II, 9.8, , 9.8, Utilizator experimentat, 9.71, Reusit
4, BT857529, 2462, 104560," COLEGIUL TEHNIC ""GHEORGHE ASACHI"" BOTOSANI", BT, NU, Zi, STIINTE SOCIALE, Utilizator avansat, 8.2, , 8.2, ,  , , , , LIMBA ENGLEZA, A2-A2-A2-B2-B1, ISTORIE, 3.7, 4.3, 4.3," LOGICA, ARGUMENTARE SI COMUNICARE", 8, , 8, Utilizator incepator, , Respins
5, BT857626, 1338, 58898," LICEUL ""DIMITRIE CANTEMIR"" DARABANI", BT, NU, Zi, TEHNICIAN IN INDUSTRIA ALIMENTARA, Utilizator experimentat, 7.6, , 7.6, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, MATEMATICA TEHN, 7.4, , 7.4," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA", 7.4, , 7.4, Utilizator avansat, 7.46, Reusit
6, BT857674, 1706, 75144," COLEGIUL TEHNIC ""GHEORGHE ASACHI"" BOTOSANI", BT, NU, Zi, STIINTE SOCIALE, Utilizator avansat, 6.75, , 6.75, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, ISTORIE, 3.35, 5.25, 5.25, GEOGRAFIE, 8, , 8, Utilizator nivel mediu, 6.66, Reusit
7, BT857725, 2463, 104561," LICEUL ""DIMITRIE CANTEMIR"" DARABANI", BT, NU, Zi, TEHNICIAN IN INDUSTRIA ALIMENTARA, Utilizator avansat, 6.1, , 6.1, ,  , , , , LIMBA ENGLEZA, B1-A2--A1-A1, MATEMATICA TEHN, 3.3, , 3.3," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA", 5.6, , 5.6,  , , Respins
8, BT857731, 1807, 79411," LICEUL""STEFAN D. LUCHIANâ€™â€™ STEFANESTI", BT, NU, Zi, MATEMATICA-INFORMATICA, Utilizator experimentat, 5.75, , 5.75, ,  , , , , LIMBA ENGLEZA, A2-B1--A2-A2, MATEMATICA MATE-INFO, 5.2, , 5.2," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA", 8.4, , 8.4, Utilizator nivel mediu, 6.45, Reusit
9, BT857772, 202, 7870," COLEGIUL NATIONAL ""MIHAI EMINESCU"" BOTOSANI", BT, NU, Zi, STIINTE ALE NATURII, Utilizator avansat, 9.25, , 9.25, ,  , , , , LIMBA FRANCEZA, B2-B2-A2-B2-B2, MATEMATICA ST-NAT, 9.45, , 9.45," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA", 9.8, , 9.8, Utilizator avansat, 9.5, Reusit
