,id,county_rank,country_rank,high_school,county,prev_promotion,school_type,specialization,romanian_competency,romanian_written,romana_written_appeal,romana_written_final,mother_tongue,mother_tongue_competency,mother_tongue_written,mother_tongue_written_appeal,mother_tongue_written_final,modern_language,modern_language_results,mandatory_subject,mandatory_subject_written,mandatory_subject_written_appeal,mandatory_subject_written_final,elective_subject,elective_subject_written,elective_subject_written_appeal,elective_subject_written_final,digital_competencies,final_grade,successful
0, B992304, 16680, 110652," LICEUL ""PROFESIA""", B, DA, FRECVENTA REDUSA, TEHNICIAN IN ACTIVITATI ECONOMICE, Utilizator nivel mediu, 6.5, , 6.5, ,  , , , , LIMBA ENGLEZA, A1-A1-A1-A1-A1, MATEMATICA TEHN, 1.5, , 1.5, GEOGRAFIE, 5, , 5, Utilizator nivel mediu, , RESPINS
1, B992306, 1995, 12269," LICEUL TEORETIC ""DECEBAL""", B, NU, ZI, FILOLOGIE, Utilizator experimentat, 9.6, , 9.6, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, ISTORIE, 10, , 10," LOGICA, ARGUMENTARE SI COMUNICARE", 8.65, , 8.65, Utilizator experimentat, 9.41, REUSIT
2, B992311, 397, 2002," COLEGIUL NATIONAL ""MATEI BASARAB""", B, NU, ZI, STIINTE SOCIALE, Utilizator avansat, 9.45, , 9.45, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, ISTORIE, 10, , 10, SOCIOLOGIE, 10, , 10, Utilizator experimentat, 9.81, REUSIT
3, B992313, 16681, 110653," COLEGIUL TEHNIC ""COSTIN D. NENITESCU""", B, NU, ZI, TEHNICIAN CHIMIST DE LABORATOR, Utilizator nivel mediu, 5.7, 5.55, 5.55, ,  , , , , LIMBA ENGLEZA, B1-B1-B1-B1-B1, MATEMATICA TEHN, 3, , 3, BIOLOGIE VEGETALA SI ANIMALA, 2.6, 2.6, 2.6, Utilizator avansat, , RESPINS
4, B992330, 7297, 54933," LICEUL TEHNOLOGIC SPECIAL ""REGINA ELISABETA""", B, NU, ZI, FILOLOGIE, Utilizator experimentat, 7.35, , 7.35, ,  , , , , LIMBA ENGLEZA, A2-A2-A2-A2-A2, ISTORIE, 7.9, , 7.9, PSIHOLOGIE, 8.6, , 8.6, Utilizator experimentat, 7.95, REUSIT
5, B992337, 16682, 110654," COLEGIUL ECONOMIC ""HERMES""", B, NU, ZI, TEHNICIAN IN ACTIVITATI DE COMERT, Utilizator nivel mediu, 8.15, , 8.15, ,  , , , , LIMBA ENGLEZA, B1-B1-B1-B1-B1, MATEMATICA TEHN, 3.7, 4, 4, ECONOMIE, 3.75, 5.3, 5.3, Utilizator experimentat, , RESPINS
6, B992339, 177, 833," COLEGIUL NATIONAL ""MATEI BASARAB""", B, NU, ZI, STIINTE SOCIALE, Utilizator experimentat, 9.7, , 9.7, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, ISTORIE, 10, , 10," LOGICA, ARGUMENTARE SI COMUNICARE", 10, , 10, Utilizator experimentat, 9.9, REUSIT
7, B992345, 7890, 60202," LICEUL TEORETIC ""NICHITA STANESCU""", B, NU, ZI, STIINTE SOCIALE, Utilizator nivel mediu, 7.35, , 7.35, ,  , , , , LIMBA ENGLEZA, B1-B1-B1-B1-B1, ISTORIE, 7.6, , 7.6, GEOGRAFIE, 8.2, , 8.2, Utilizator experimentat, 7.71, REUSIT
8, B992358, 16683, 110655," LICEUL TEHNOLOGIC DE METROLOGIE ""TRAIAN VUIA""", B, NU, ZI, TEHNICIAN DESIGNER VESTIMENTAR, Utilizator nivel mediu, 5.1, , 5.1, ,  , , , , LIMBA ENGLEZA, B1-B1-B1-B1-B1, MATEMATICA TEHN, 1.3, , 1.3, BIOLOGIE VEGETALA SI ANIMALA, 3.45, , 3.45, Utilizator nivel mediu, , RESPINS
9, B992362, 8606, 66573," LICEUL TEORETIC BULGAR ""HRISTO BOTEV""", B, NU, ZI, FILOLOGIE, Utilizator nivel mediu, 6.5, , 6.5, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, ISTORIE, 7.1, , 7.1, GEOGRAFIE, 8.65, , 8.65, Utilizator experimentat, 7.41, REUSIT
