,id,county_rank,country_rank,high_school,county,prev_promotion,school_type,specialization,romanian_competency,romanian_written,romana_written_appeal,romana_written_final,mother_tongue,mother_tongue_competency,mother_tongue_written,mother_tongue_written_appeal,mother_tongue_written_final,modern_language,modern_language_results,mandatory_subject,mandatory_subject_written,mandatory_subject_written_appeal,mandatory_subject_written_final,elective_subject,elective_subject_written,elective_subject_written_appeal,elective_subject_written_final,digital_competencies,final_grade,successful
0, AR1110494, 196, 10396," COLEGIUL NATIONAL ""PREPARANDIA-DIMITRIE TICHINDEAL"" ARAD", AR, NU, ZI, INVATATOR - EDUCATOARE, Utilizator experimentat, 9.1, , 9.1, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, MATEMATICA PED, 9.9, , 9.9, GEOGRAFIE, 9.1, , 9.1, Utilizator experimentat, 9.36, REUSIT
1, AR1110504, 1083, 59587, SEMINARUL TEOLOGIC ORTODOX ARAD, AR, NU, ZI, TEOLOGIE ORTODOXA, Utilizator avansat, 7.45, , 7.45, ,  , , , , LIMBA ENGLEZA, B1-B1-B1-B1-B1, ISTORIE, 7.6, , 7.6, GEOGRAFIE, 7.3, , 7.3, Utilizator incepator, 7.45, REUSIT
2, AR1110565, 108, 5424," COLEGIUL NATIONAL ""PREPARANDIA-DIMITRIE TICHINDEAL"" ARAD", AR, NU, ZI, INVATATOR - EDUCATOARE, Utilizator experimentat, 9.4, , 9.4, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, MATEMATICA PED, 9.5, , 9.5," LOGICA, ARGUMENTARE SI COMUNICARE", 9.8, , 9.8,  , 9.56, REUSIT
3, AR1110605, 35, 1713," COLEGIUL NATIONAL ""PREPARANDIA-DIMITRIE TICHINDEAL"" ARAD", AR, NU, ZI, INVATATOR - EDUCATOARE, Utilizator experimentat, 9.3, , 9.3, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, MATEMATICA PED, 10, , 10," LOGICA, ARGUMENTARE SI COMUNICARE", 10, , 10, Utilizator experimentat, 9.76, REUSIT
4, AR1110610, 2653, 127224, SEMINARUL TEOLOGIC ORTODOX ARAD, AR, NU, ZI, TEOLOGIE ORTODOXA, Utilizator avansat, 5.55, 5.6, 5.6, ,  , , , , LIMBA ENGLEZA, B1-B1-B1-B1-B1, ISTORIE, -2, , -2, GEOGRAFIE, 8, , 8, Utilizator experimentat, , NEPREZENTAT
5, AR1110674, 778, 44564, SEMINARUL TEOLOGIC ORTODOX ARAD, AR, NU, ZI, TEOLOGIE ORTODOXA, Utilizator avansat, 9.25, , 9.25, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, ISTORIE, 5.8, , 5.8, GEOGRAFIE, 9.3, , 9.3, Utilizator nivel mediu, 8.11, REUSIT
6, AR1110755, 1735, 89414, SEMINARUL TEOLOGIC ORTODOX ARAD, AR, NU, ZI, TEOLOGIE ORTODOXA, Utilizator nivel mediu, 5, , 5, ,  , , , , LIMBA ENGLEZA, B1-B1-B1-B1-B1, ISTORIE, 6.3, , 6.3, GEOGRAFIE, 6.6, 6.4, 6.4, Utilizator incepator, 5.9, RESPINS
7, AR1110783, 377, 21136," COLEGIUL NATIONAL ""PREPARANDIA-DIMITRIE TICHINDEAL"" ARAD", AR, NU, ZI, INVATATOR - EDUCATOARE, Utilizator avansat, 8.5, , 8.5, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, MATEMATICA PED, 8.5, , 8.5," LOGICA, ARGUMENTARE SI COMUNICARE", 10, , 10, Utilizator avansat, 9, REUSIT
8, AR1110825, 2101, 96940, SEMINARUL TEOLOGIC ORTODOX ARAD, AR, NU, ZI, TEOLOGIE ORTODOXA, Utilizator nivel mediu, 3.4, , 3.4, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, ISTORIE, 6, , 6, PSIHOLOGIE, 6.8, , 6.8, Utilizator nivel mediu, , RESPINS
9, AR1110838, 865, 49413," COLEGIUL NATIONAL ""PREPARANDIA-DIMITRIE TICHINDEAL"" ARAD", AR, NU, ZI, INVATATOR - EDUCATOARE, Utilizator experimentat, 7.4, , 7.4, ,  , , , , LIMBA ENGLEZA, B2-B2-B2-B2-B2, MATEMATICA PED, 7.75, , 7.75," LOGICA, ARGUMENTARE SI COMUNICARE", 8.6, , 8.6, Utilizator avansat, 7.91, REUSIT
